หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
1072,202,มอตะแบก - คลองลาน,606527,296481,9689,19378,23253,2986127,141458,65885,100765,9689,4259252,1652931,กำแพงเพชร
1073,100,หนองสังข์ - คลองชะแวด,24187718,18827518,0,0,29696,12620970,1648150,1143311,1069070,876044,60402477,23356219,นครสวรรค์
1073,200,คลองชะแวด - สี่แยกโพธิ์ไทรงาม,2889956,395638,1798,1798,0,859614,463976,478362,541305,429807,6062254,1578956,พิจิตร
1074,101,สลกบาตร - ทุ่งสนุ่น,22455682,19994323,2098898,1036805,792355,29055832,3000834,2756384,3439158,2183191,86813462,16386579,กำแพงเพชร
1074,102,ทุ่งสนุ่น - บึงบ้าน,14339432,10328456,31275,109461,234560,9796787,5269780,2025034,695861,398752,43229398,7623198,กำแพงเพชร
1074,200,บึงบ้าน - สี่แยกหนองหัวปลวก,10424722,7508756,22737,79578,170524,7122234,3831114,1472194,505889,289891,31427639,5542041,พิจิตร
1081,101,ปัว - ดอนมูล,10358335,2595515,123370,56940,71175,1727180,1689220,365365,42705,9490,17039295,6804330,น่าน
1081,102,หลักลาย - บ่อเกลือ,4035185,4191587,1470184,782013,516128,1720428,719452,719452,265884,109482,14529795,3002928,น่าน
1081,103,บ่อเกลือ - เฉลิมพระเกียรติ,8055662,685588,0,0,0,0,489706,0,0,0,9230956,11801912,น่าน
1081,200,ดอนมูล - หลักลาย,7665821,1009645,74789,0,0,2106543,1570559,797744,211901,0,13437002,6232375,น่าน
1083,100,ห้วยน้อยกา - เด่นชาติ,5637691,71666,0,0,0,83610,465826,310551,167220,0,6736564,7262110,อุตรดิตถ์
1083,200,เด่นชาติ - นาน้อย,22091552,261632,0,0,0,1929536,1716960,65408,0,0,26065088,21159488,น่าน
1084,100,ป่าแดง - หาดชะอม,17324791,11573312,510070,175886,193475,32925897,914608,1864394,1829216,316595,67628244,20736983,นครสวรรค์
1084,200,หาดชะอม - กำแพงเพชร,117639185,95595661,6168255,3465036,2899817,60281788,9510417,7544439,4521748,2408323,310034669,74363103,กำแพงเพชร
1086,100,พิษณุโลก - มะขามสูง,27269512,1351418,487314,65310,125597,4431045,1029891,70334,10048,15072,34855541,19321766,พิษณุโลก
1086,200,มะขามสูง - วัดโบสถ์,4708430,3937690,64228,74110,79050,4841827,1531598,662046,291498,163041,16353518,4263772,พิษณุโลก
1087,100,ลี้ - ก้อทุ่ง,8680102,974988,135415,0,0,6025968,4414529,284372,0,0,20515374,11293611,ลำพูน
1088,101,ออบหลวง - สะพานห้วยแม่เม็ง,4660320,1985600,58400,23360,0,6459040,1308160,794240,969440,35040,16293600,3550720,เชียงใหม่
1088,102,สะพานแม่กิ๊ดหลวง - แม่ซา,2295751,8035128,95656,71742,0,20016077,789164,430453,119570,0,31853541,16333310,เชียงใหม่
1089,100,ผาเดื่อ - ห้วยหินฝน,2270355,1143876,343598,360995,0,4101428,287056,117432,0,0,8624740,5088728,เชียงราย
1090,101,แม่สอด - ห้วยน้ำริน,37274320,4165257,4307255,70999,0,96534573,4188924,1254310,2271959,236662,150304259,13063762,ตาก
1090,102,ห้วยน้ำริน - อุ้มผาง,8015400,14651100,1051200,32850,0,16359300,2529450,1773900,0,0,44413200,9887850,ตาก
1090,103,อุ้มผาง - กะแง่คี,946312,1407927,207727,0,0,7547413,207727,346212,0,0,10663318,14956342,ตาก
1091,101,จุน - ห้วยคอกหมู,6962010,1911140,104390,80300,80300,15080340,1389190,746790,570130,48180,26972770,9660090,พะเยา
1091,102,ห้วยคอกหมู - ป่าแดง,4314300,2414475,71175,16425,38325,4883700,1861500,980025,963600,344925,15888450,1560375,พะเยา
1091,103,ป่าแดง - ปงสนุก,12952385,3450774,95855,11982,119819,11250962,3870139,2887627,1845206,611075,37095824,5080307,พะเยา
1091,200,ปงสนุก - น่าน,238222725,12076025,1898000,569400,403325,103701975,11957400,6310850,3060525,189800,378390025,136062875,น่าน
1092,100,ปง - ปัวดอย,2409000,189800,14600,32850,10950,4876400,266450,62050,54750,3650,7920500,3774100,พะเยา
1092,200,ปัวดอย - สิบสองพัฒนา,4488620,3997413,135506,59284,93160,11153798,5581134,1363524,804564,482738,28159741,14880200,พะเยา
1093,100,สบบง - ขุนห้วยไคร้,3688964,1150957,162314,88535,29512,10329099,368896,29512,29512,0,15877301,8440349,พะเยา
1093,200,ขุนห้วยไคร้ - ผาตั้ง,12624379,2341183,1134573,810410,720364,26743514,1800910,594300,234118,108055,47111806,14929544,เชียงราย
1095,100,หนองโค้ง - กิ่วคอหมา,31424457,31070313,1109654,802728,306926,9278596,4887200,1581847,637461,590242,81689424,20493185,เชียงใหม่
1095,201,กิ่วคอหมา - แม่นะ,5408169,3724935,7496626,0,155855,18390890,2898903,748104,327296,15586,39166364,17190807,แม่ฮ่องสอน
1095,202,แม่นะ - ท่าไคร้,5981677,6223972,1892936,121148,0,7647460,2740971,1756644,348300,121148,26834256,9404104,แม่ฮ่องสอน
1095,203,ท่าไคร้ - แม่ฮ่องสอน,6501909,6944764,2516219,201298,281817,30979685,12822651,4569453,301946,241557,65361299,36998481,แม่ฮ่องสอน
1096,100,แม่ริม -ปางดะ,22407479,15980695,11872298,10524398,7408055,16336540,7354139,1056753,323496,431328,93695181,14697495,เชียงใหม่
1097,100,เชียงกลาง - หางทุ่ง,14925200,11196068,69379,0,0,4995302,3364891,320879,0,0,34871719,16963214,น่าน
1098,101,กิ่วพร้าว - ท่าข้าวเปลือก,897112,365927,31478,11804,11804,3627793,314776,228213,224278,59021,5772206,1530598,เชียงราย
1098,102,ท่าข้าวเปลือก - แก่นใต้,17191163,2806062,1145002,354789,419297,21416384,1741694,1128876,1290144,1064368,48557779,7305438,เชียงราย
1099,100,บ่อหลวง - แม่ตื่น,31423051,14411733,1459416,0,0,24718859,12085789,2097911,1003349,0,87200108,37853603,เชียงใหม่
1100,100,ทางเข้าดอยกิ่วฤาษี,845760,150161,77289,44165,0,2007299,90538,22083,8833,11041,3257169,2561570,แพร่
1101,100,ทุ่งโฮ้ง - ป่าแดง,4587713,2701177,221525,0,0,6735077,532375,285839,189368,0,15253074,6159826,แพร่
1102,100,พระบาท - บ้านเหล่า,11644599,59614,258327,79485,0,1112794,616011,347748,79485,9936,14207999,8673836,ลำปาง
1103,100,ลี้ - พระบาทตะเมาะ,2023560,227760,24090,2190,0,681090,398580,227760,124830,59130,3768990,1020540,ลำพูน
1103,200,พระบาทตะเมาะ  - ฮอด,47560396,4961255,315716,405921,0,38630137,3856248,1398172,2435525,518677,100082047,29970492,เชียงใหม่
1104,100,ทางเข้าวังกะพี้,400536,121197,12430,3453,691,733396,63188,66986,37291,21063,1460231,754113,อุตรดิตถ์
1105,100,ไฮ้ฮ้า - งิ้วงาม,1048087,4509414,74863,0,0,6935867,264224,0,0,0,12832455,6367786,อุตรดิตถ์
1106,100,วังสีสูบ - ผาเลือด,22213898,19277749,474529,0,0,26010132,830426,731566,0,0,69538300,21887659,อุตรดิตถ์
1107,101,เชิงสะพานกิตติขจร - หนองบัวเหนือ,3871920,735840,35040,8760,0,4213560,429240,65700,4380,0,9364440,4612140,ตาก
1107,102,หนองบัวเหนือ - ท่าปุย,11727640,24041662,987591,77156,15431,1172764,987591,92587,0,0,39102422,24828648,ตาก
1108,100,ค่ายพระเจ้าตาก - นาโบสถ์,822706,231173,67992,20398,0,3290822,530339,618729,13598,20398,5616155,2060164,ตาก
1109,100,วังเจ้า - โละโคะ,3352525,3673725,130488,80300,50188,3844363,311163,230863,40150,160600,11874365,7357488,กำแพงเพชร
1110,100,ประดาง - วังเจ้า,3583633,985973,341298,104286,0,15036089,1128181,360259,170649,66364,21776732,12428949,ตาก
1111,100,ลานมะคร้อ - โป่งแดง,1096387,253500,25350,12675,0,3891222,209137,57037,88725,25350,5659383,1793511,ตาก
1112,101,สลกบาตร - บ่อถ้ำ,1985600,459900,7300,0,0,5878325,292000,275575,405150,91250,9395100,3690150,กำแพงเพชร
1112,102,บ่อถ้ำ - วังปลาอ้าว,13491358,3124837,49601,0,0,39940867,1984023,1872422,2752832,620007,63835947,25073093,กำแพงเพชร
1113,101,เมืองเก่า - ดอนโก,44823168,7386724,1412696,1017620,1532416,17191792,8272652,4908520,2801448,1951436,91298472,17946028,สุโขทัย
1113,102,ดอนโก - ชะเลียง,3865460,1744171,209510,230461,57615,1424668,581390,806614,1141830,235699,10297418,1492759,สุโขทัย
1114,100,สันติบันเทิง - บางกระทุ่ม,14074339,247539,44203,0,0,5215992,954792,548121,388989,229857,21703832,9432990,พิษณุโลก
1115,100,สากเหล็ก - น้อยซุ้มขี้เหล็ก,2755955,931530,64391,0,8586,6112897,339128,218931,304786,227517,10963721,4176860,พิจิตร
1115,200,น้อยซุ้มขี้เหล็ก - บ้านมุง,7714820,5534424,539537,38936,27811,4677840,422730,317047,216927,194678,19684750,8271043,พิษณุโลก
1116,101,นครชุม - มอเจริญ,38872500,3343400,153300,138700,21900,13534200,934400,496400,284700,87600,57867100,26396800,กำแพงเพชร
1116,102,มอเจริญ - หนองแดน,36697584,3156337,144723,130940,20675,12776962,882120,468626,268771,82699,54629437,24919899,กำแพงเพชร
1117,100,คลองแม่ลาย - อุ้มผาง,28207200,3358000,713575,167900,0,66908150,3819725,2938250,3064175,713575,109890550,32194825,กำแพงเพชร
1118,100,ท่าพุทรา - เนินมะกอก,2671454,1904794,197593,0,106700,4481404,248967,225256,399137,90893,10326198,4145496,นครสวรรค์
1118,200,เนินมะกอก - บางมูลนาก,1742364,678517,156366,8377,83768,3956618,279225,184289,203834,13961,7307319,3428883,พิจิตร
1119,101,น้ำสาดเหนือ - หนองผักหวาน,9828552,1499271,0,0,0,1852040,734937,764334,568351,411565,15659050,7535550,นครสวรรค์
1119,102,หนองผักหวาน - ท่าตะโก,3610063,550688,0,0,0,680261,269945,280743,208757,151169,5751626,2767835,นครสวรรค์
1120,100,สอง - แม่เต้น,16027515,12704738,3909150,912135,1915484,34530825,4534614,3609449,2110941,1733057,81987908,23116107,แพร่
1120,200,แม่เต้น - เชียงม่วน,576685,176897,24766,0,7076,2370423,251194,187511,254732,7076,3856360,1754821,แพร่
1121,100,วัดโบสถ์ - แม่น้ำแควน้อย,361560,298309,2648,5590,6178,412454,15592,15298,15004,11768,1144401,251827,พิษณุโลก
1123,100,ทางเข้าบ่อเบี้ย,861984,14016,0,0,0,18688,56064,21024,18688,0,990464,1282464,อุตรดิตถ์
1124,100,ท่าผา - ปางกุ่ม,3494186,121961,189040,0,6098,341491,219530,30490,115863,30490,4549149,2457516,ลำปาง
1124,200,ปางกุ่ม - วังชิ้น,22544254,20646064,1547155,1014101,871087,11961196,2067207,1248125,858086,754075,63511350,19202920,แพร่
1125,100,นาปลากั้ง - วังชิ้น,18028080,18487980,1632645,1069268,896805,10037318,1736123,1391198,1046273,1161248,55486938,17510693,แพร่
1126,100,พาน - บ้านวัง,22565486,5950602,1170062,33430,66861,65139037,7170810,2440416,2055967,902619,107495290,38896212,เชียงราย
1126,200,บ้านวัง - ห้วยงิ้ว,2092026,477129,30585,30585,24468,6092567,367022,207979,244681,61170,9628212,2875006,พะเยา
1128,100,เชียงเคี่ยน - ป่าแงะ,2179183,2085598,270727,16712,20054,4174539,457896,294123,220592,106954,9826378,1681179,เชียงราย
1129,100,ทางเข้าเชียงแสน,470313,450012,99138,57520,41279,469298,195569,103198,16241,16241,1918809,748103,เชียงราย
1130,100,ป่าซาง - กิ่วสะไต,9631863,4852835,1457696,1531503,0,17400090,1217822,498200,0,0,36590009,21588659,เชียงราย
